Id,SalePrice
1,176020.739495546
2,172943.212021767
3,171583.847489768
4,188696.191822345
5,173327.725341583
6,216694.095900789
7,164723.589738198
8,174579.389002558
9,193199.628351698
10,148030.293239193
11,99118.9212896435
12,173554.884581167
13,241629.87746649
14,135323.131870405
15,128214.110355588
16,179199.402579122
17,207210.504486863
18,108398.415428219
19,188744.787140575
20,195701.885793168
21,168187.121535339
22,172963.117615886
23,141308.038355212
24,182312.36644479
25,122818.675910779
26,226836.575667351
27,218140.395585509
28,179898.984376846
29,160019.949687609
30,198291.77161337
31,168775.278725493
32,144204.4987123
33,146934.135893857
34,140620.305560521
35,210420.299244528
36,134355.922630887
37,233761.077145802
38,156546.497703942
39,130902.744805474
40,182169.311897195
41,219390.839749608
42,126256.804550507
43,133851.395195543
44,126611.325423795
45,177844.716969026
46,178984.292120908
47,110712.671007416
48,126685.362600561
49,181536.979358079
50,210208.912754291
51,198270.999882532
52,199287.911656167
53,89462.3759192739
54,153464.168277795
55,195812.970789677
56,175839.434112626
57,156755.003367891
58,175647.049831264
59,172099.053870503
60,138569.054412432
61,177647.243986161
62,207251.18453667
63,108941.870946873
64,224504.370752904
65,166282.208708093
66,133123.22140936
67,201055.111457489
68,181149.800381123
69,154329.824845786
70,170309.76061478
71,95144.639352966
72,182825.23305495
73,183440.781893638
74,107101.819054684
75,143461.548012016
76,243739.344405096
77,195501.951437311
78,118210.94144666
79,115060.126242809
80,160988.540777936
81,153013.191300269
82,207200.608871408
83,208467.922768825
84,161527.660480798
85,185863.616020989
86,224560.58351754
87,158845.143825466
88,193927.92735769
89,115422.425483461
90,145970.722288305
91,140721.591488823
92,228445.357009553
93,179367.887065312
94,116616.08156222
95,182890.148923875
96,136857.703413714
97,176180.758586934
98,212237.864237255
99,200083.685120509
100,179661.068785688
101,186101.346573614
102,169892.612634451
103,193964.029480359
104,187269.126558239
105,140888.554622054
106,171464.444293824
107,180349.452387933
108,126436.929187879
109,123632.108026512
110,122982.599594933
111,97181.3317841222
112,188558.862467033
113,157175.451787703
114,137586.126270803
115,185118.326566839
116,151219.583085983
117,139152.829730652
118,120714.476661678
119,174266.097927676
120,149171.249144742
121,159664.932434849
122,161527.026701261
123,160777.439882755
