Id,SalePrice
1,166532.203125
2,165924.34375
3,150685.796875
4,163788.34375
5,196037.21875
6,228008.875
7,158276.9375
8,165066.875
9,201641.09375
10,147128.046875
11,91842.5234375
12,154975.515625
13,270722.75
14,152866.0625
15,120174.0234375
16,167785.71875
17,247211.375
18,119038.09375
19,203632.578125
20,192244.75
21,156752.078125
22,177821.5625
23,147587.1875
24,181975.40625
25,140833.59375
26,226002.953125
27,237199.96875
28,179172.734375
29,133072.703125
30,202090.609375
31,163292.109375
32,130486.6015625
33,152053.25
34,136541.59375
35,195538.40625
36,129531.1015625
37,208492.15625
38,149601.6875
39,144148.28125
40,175886.625
41,223980.359375
42,120111.7421875
43,120398.8125
44,129256.5078125
45,164485.453125
46,177617.578125
47,119065.109375
48,150168.75
49,163208.203125
50,195698.6875
51,195835.453125
52,210012.65625
53,103161.7578125
54,155765.21875
55,188491.046875
56,173278.25
57,153894.71875
58,173907.046875
59,133592.015625
60,134471.0625
61,178845.1875
62,214852.953125
63,110503.6328125
64,226595.703125
65,167262.328125
66,130878.734375
67,220590.8125
68,196839.90625
69,121879.796875
70,185843.46875
71,129754.65625
72,180095.046875
73,181000.203125
74,104178.84375
75,156134.171875
76,237794.4375
77,245168.09375
78,121598.296875
79,118561.734375
80,138752.71875
81,170122.703125
82,228658.203125
83,206228.65625
84,147955.84375
85,193839.609375
86,232073.578125
87,133055.03125
88,191772.046875
89,115080.7265625
90,165251.8125
91,142953.75
92,236597.6875
93,174201.28125
94,120034.84375
95,176026.671875
96,148009.859375
97,172929.84375
98,199959.484375
99,186376.75
100,188200.9375
101,209126.15625
102,157021.1875
103,178413.921875
104,198918.796875
105,123838.09375
106,173971.859375
107,183200.953125
108,137645
109,164660.796875
110,126426.1875
111,103980.0703125
112,203219.0625
113,141614.53125
114,137810.25
115,184044.53125
116,149014.734375
117,132398.640625
118,131641.015625
119,201845.328125
120,150793.625
121,178840.65625
122,130338.65625
123,175221.125
124,227590.078125
125,162321.578125
126,180079.328125
127,174499.875
128,138987.109375
129,208887.859375
130,187635.09375
131,133374.078125
132,200750.484375
133,162355.828125
134,117451.9609375
135,193924.21875
136,128146.96875
137,220344.890625
138,164856.734375
139,153798.078125
140,188150.609375
141,176877.59375
142,152776.234375
143,302897.96875
144,172591.484375
145,196770.03125
146,239370.421875
147,151104.40625
148,158721.359375
149,148781.875
150,162116.796875
151,208410.265625
152,193778.796875
153,110368.453125
154,180628.109375
155,163994.125
156,140185.9375
157,231411.265625
158,204038.828125
159,112293.3671875
160,217676.6875
161,128982.140625
162,153878.28125
163,290852.0625
164,188298.5625
165,139943.078125
166,218805.375
167,182180.296875
168,193329.78125
169,120479.1796875
170,160054.015625
171,151672.46875
172,187600.59375
173,226053.71875
174,191789.9375
175,185346.421875
176,277677.375
177,208828.734375
178,199129.40625
179,203278.453125
180,183680.28125
181,118251.078125
182,149022.109375
183,179573.046875
184,155367.03125
185,174085.4375
186,183481.71875
187,178778.359375
188,127567.7421875
189,218494.546875
190,134726.46875
191,149851.3125
192,185408.3125
193,159703.203125
194,228732.390625
195,136043.328125
196,176011.671875
197,218947.546875
198,182236.578125
199,232953.1875
200,155031.75
201,164187.65625
202,150392.78125
203,211007.59375
204,174672.796875
205,138359.359375
206,242606.75
207,175239.203125
208,181280.453125
209,156861.203125
210,135217.65625
211,277942.03125
212,122555.1953125
213,163864.921875
214,162382.53125
215,130859.0625
216,180229.390625
217,154686.109375
218,224633.890625
219,198570.125
220,214341.9375
221,145732.921875
222,218308.390625
223,145233.78125
224,246667.421875
225,130057.78125
226,162947.328125
227,118862.2734375
228,200452.75
229,151410.484375
230,145175.453125
231,178026
232,132095.953125
233,128788.921875
234,169733.203125
235,154273.609375
236,147716.5625
237,171180.65625
238,137587.046875
239,125120.59375
240,192839.546875
241,155415.390625
242,114932.1328125
243,227001.4375
244,161628.640625
245,169809.6875
246,160636.78125
247,193873.515625
248,196206.875
249,160901.5625
250,364240.46875
251,203372.984375
252,162166.234375
253,177228.5625
254,185740.53125
255,161844.6875
256,206243.71875
257,153565.359375
258,187237.078125
259,157273.203125
260,141628.09375
261,187888.71875
262,212949.3125
263,141664.953125
264,145584.515625
265,258586.75
266,147984.578125
267,151724.53125
268,127124.078125
269,108302.8046875
270,144851.71875
271,208855.796875
272,182752.5625
273,183301.3125
274,176967.984375
275,147249.734375
276,94537.421875
277,167473.75
278,172506.234375
279,204809.734375
280,234546.5
281,137436.25
282,179749.015625
283,127176.140625
284,175496.390625
285,206007.875
286,216046.71875
287,199879.359375
288,165991.703125
289,243572.53125
290,216281.859375
291,210793.671875
292,231697.453125
293,182603.921875
294,221703.359375
295,176826.015625
296,165053.46875
297,168915.46875
298,194975.515625
299,170631.078125
300,137934.34375
301,212076.171875
302,202555.75
303,191880.21875
304,162293.96875
305,174728.90625
306,204181.109375
307,125493.1484375
308,179884.609375
309,157920.265625
310,195664.109375
311,119674.15625
312,179497.859375
313,153531.390625
314,160913.046875
315,119472.2578125
316,270501.1875
317,145290.109375
318,133359.359375
319,141858.59375
320,168940.46875
321,198249.328125
322,131414.890625
323,215866.859375
324,176646.140625
325,169250.21875
326,175040.03125
327,196623.109375
328,117543.328125
329,138748.921875
330,181634.21875
331,217418
332,154545.875
333,152782.5
334,63754.41796875
335,231813.125
336,170012.203125
337,127524.265625
338,188779.5625
339,142598.84375
340,224718.921875
341,190078.859375
342,206428.328125
343,147482.03125
344,154505.875
345,323667.53125
346,238426.25
347,176636.96875
348,126576.6484375
349,182813.953125
350,86746.078125
351,147623.671875
352,174884.78125
353,96968.8515625
354,133771.609375
355,191778.03125
356,181933.453125
357,254627.359375
358,136321.421875
359,166111.96875
360,231927.71875
361,182914.328125
362,251122.546875
363,169846.921875
364,144753.328125
365,149378.640625
366,138782.546875
367,134545.984375
368,209153.125
369,160523.109375
370,212208.03125
371,114867.6484375
372,132681.015625
373,105635.8671875
374,237351.578125
375,143957.53125
376,148233.671875
377,174355.828125
378,157259.390625
379,117011.6953125
380,170842.671875
381,147253.484375
382,123815.7265625
383,172181.34375
384,195522.890625
385,171131.171875
386,154205.8125
387,185550.609375
388,194956.171875
389,229177.390625
390,255409.828125
391,157696.703125
392,115262.9609375
393,242791.65625
394,166232.453125
395,90367.875
396,189117.609375
397,151590.09375
398,129539.6171875
399,173543
400,168653.84375
401,187255.3125
402,159461.125
403,189769
404,194316.921875
405,153359.234375
406,137784.40625
407,131093.15625
408,111106.6640625
409,190749.703125
410,183577.796875
411,219812.015625
412,190142.375
413,170359.25
414,143274.265625
415,147035.3125
416,188155.40625
417,165535.640625
418,106379.3515625
419,209985.0625
420,191207.34375
421,162893.65625
422,81770.71875
423,245583.578125
424,217577.375
425,103048.2890625
426,226821.265625
427,154563.109375
428,157592.921875
429,175060.265625
430,149858.25
431,115031.4609375
432,150199.453125
433,120001.25
434,202348.1875
435,133328.78125
436,132011.015625
437,167929.421875
438,130601.5
439,162498.875
440,179708.640625
441,191671.6875
442,185482.921875
443,261198.84375
444,144106.4375
445,196793.640625
446,169358.5
447,187332.984375
448,138891.875
449,139400.28125
450,161408.515625
451,194423.9375
452,137430.421875
453,154252.578125
454,148990.953125
455,175188.5625
456,187761.28125
457,117999.3046875
458,184652.953125
459,157755.03125
460,138606.859375
461,164517.8125
462,161837.0625
463,158567.5625
464,164313.390625
465,238709.203125
466,160904.46875
467,172118.796875
468,199790.828125
469,151966.59375
470,179117.5625
471,164026.203125
472,198043.640625
473,205064.03125
474,148627.3125
475,151196.140625
476,128777.5
477,181155.59375
478,158523.703125
479,132666
480,148921.046875
481,155506.140625
482,209774.4375
483,151458.296875
484,205603.453125
485,156811.515625
486,174020.390625
487,180986.34375
488,123049.3125
489,167161.4375
490,198281.5625
491,235216.984375
492,163282.4375
493,185256.328125
494,141902.484375
495,155162.328125
496,177745.765625
497,134408.78125
498,115318.4296875
499,145204.8125
500,230738.5
501,217794.109375
502,210979.5625
503,146975.34375
504,166179.28125
505,194390.703125
506,124734.296875
507,190555.6875
508,191717.015625
509,237653.359375
510,138803.578125
511,192762.859375
512,200192.75
513,118650.7578125
514,165783.28125
515,134065.5
516,159630.46875
517,154649.171875
518,231366.9375
519,177594.59375
520,131644.703125
521,145436.125
522,124157.59375
523,168190.328125
524,152214.9375
525,209165.28125
526,205335.140625
527,276055.03125
528,188963.890625
529,175035.28125
530,107386.3359375
531,154696.109375
532,153420.4375
533,245731.078125
534,132269.09375
535,178543.15625
536,141019.375
537,167770.53125
538,195261.640625
539,154246.84375
540,178783.75
541,131859.390625
542,162481.84375
543,204349.421875
544,162197.984375
545,151096.078125
546,201130.078125
547,193114.03125
548,185198.75
549,192684.765625
550,186827.546875
551,159084.046875
552,137428.96875
553,207436.5
554,187498.015625
555,174407.609375
556,187620.171875
557,247907.328125
558,167196.71875
559,170405.21875
560,131964.125
561,169462.46875
562,140414.875
563,201406.3125
564,195599.328125
565,164286.296875
566,132262.765625
567,185065.8125
568,158798.34375
569,190808.375
570,130065.6015625
571,108210.5859375
572,190576.90625
573,218483.140625
574,171869.625
575,184862.6875
576,196368.421875
577,164662.75
578,177780.28125
579,105920.9921875
580,157657.03125
581,115765.0703125
582,159402.046875
583,154227.765625
584,127518.4609375
585,147985.765625
586,133785.84375
587,160112.90625
588,194578.265625
589,206959
590,191181.59375
591,231576.6875
592,181447.65625
593,181454.546875
594,208836.078125
595,184137.828125
596,190807.0625
597,118000.9296875
598,131195.125
599,180440.65625
600,186261.203125
601,183983.671875
602,198586.59375
603,141779.671875
604,206926.875
605,349674.09375
606,192147.4375
607,175739.96875
608,149384.515625
609,228953.96875
610,207027.90625
611,206160.703125
612,180247.640625
613,200165.625
614,128825.390625
615,146541.15625
616,168161.46875
617,164266.9375
618,132774.609375
619,170468.640625
620,161517.71875
621,209638.234375
622,193927.984375
623,241254.796875
624,189871.3125
625,224169.578125
626,129926.5703125
627,172923.28125
628,197861.046875
629,159137.484375
630,303103.84375
631,226323.546875
632,165877.421875
633,140422.296875
634,196685.9375
635,146519.15625
636,139623.640625
637,144687.484375
638,142249.84375
639,169252.296875
640,90618.3984375
641,177434.53125
642,101795.6875
643,161591.078125
644,227448.828125
645,174382.046875
646,166755.296875
647,167640.9375
648,153133.265625
649,196033.515625
650,133502.984375
651,136974.578125
652,175125.640625
653,145636.3125
654,109822.625
655,145781.203125
656,181297.25
657,136320.515625
658,231935.453125
659,210196.546875
660,124877.90625
661,147023.15625
662,135224.328125
663,175394.359375
664,178853.734375
665,259544.34375
666,191304.484375
667,133198.96875
668,146202.15625
669,206322.875
670,216222.53125
671,210263.875
672,232219.015625
673,168901.25
674,144032.140625
675,167071.28125
676,226814.390625
677,170527.078125
678,166825.46875
679,121614.671875
680,190000.53125
681,98929.6796875
682,142105.53125
683,284193.875
684,105191.53125
685,136074.59375
686,187802.90625
687,126383.0390625
688,223923.328125
689,195117.296875
690,167457.90625
691,253904.46875
692,126507.9140625
693,166520.25
694,178880.46875
695,156706.5
696,131722.6875
697,246872.359375
698,246014.140625
699,99785.0546875
700,69613.015625
701,211018.765625
702,143925.671875
703,178658
704,144308.890625
705,220608.203125
706,122443.4765625
707,143422.3125
708,95962.96875
709,189912.046875
710,108532.5625
711,195020.015625
712,191307.53125
713,179287.625
714,119532.8984375
715,144269.625
716,134688.671875
717,201353.265625
718,165720.203125
719,189151.8125
720,165727.21875
721,151548.5
722,111627.9296875
723,174057.015625
724,203728.671875
725,164226.5625
726,190650
727,157449.75
728,119683.65625
729,119478.15625
730,133355.640625
731,196871.21875
732,227481.46875
733,157851.421875
734,139746.0625
735,165037.4375
736,156403.640625
737,136513.46875
738,208821.53125
739,159093.015625
740,178005.765625
741,202266.890625
742,162548.15625
743,164944.984375
744,352700.78125
745,150063.796875
746,136114.578125
747,205682.640625
748,168616.265625
749,191719.5
750,164482.625
751,305382.46875
752,123613.9453125
753,168412.984375
754,137648.9375
755,211566.703125
756,201692.9375
757,171689.78125
758,130725.0703125
759,239682.296875
760,177199.8125
761,180042.1875
762,165176.71875
763,161827.484375
764,151142.1875
765,202481.625
766,153880.328125
767,177698.203125
768,201072.296875
769,208438.828125
770,150803.671875
771,137359.28125
772,163864.046875
773,195253.90625
774,153481.890625
775,230167.390625
776,185922.171875
777,191104.359375
778,186369.015625
779,192360.6875
780,228567.140625
781,78177.7734375
782,210453.6875
783,159135.15625
784,217863.21875
785,184555.296875
786,245292.125
787,186129.796875
788,171928.671875
789,167053.859375
790,133491.796875
791,122198.5546875
792,118492.7265625
793,145994.71875
794,190419.875
795,167915.609375
796,119049.8828125
797,163000.53125
798,237820.96875
799,144125.5625
800,183119.546875
801,134466.765625
802,150993.390625
803,149720.3125
804,188571.359375
805,135986.296875
806,149283.390625
807,148060.1875
808,173572.921875
809,169252.375
810,183235.15625
811,192335.859375
812,153274.71875
813,275685.78125
814,102727.5546875
815,171613.484375
816,181562
817,119009.6796875
818,182494.046875
819,187376.1875
820,168444.203125
821,219822.53125
822,133498.03125
823,213255.40625
824,151581.5
825,142470.34375
826,163284.609375
827,253313.171875
828,192271.0625
829,239860.125
830,178174.46875
831,165148.3125
832,144116.265625
833,155883.6875
834,187823.296875
835,137001.390625
836,196495.765625
837,263204.40625
838,186639.234375
839,146163.71875
840,217395.953125
841,148384.15625
842,179134.28125
843,175655.890625
844,173513.75
845,204195.71875
846,183975.515625
847,130827.59375
848,171358.0625
849,183455.84375
850,130333
851,125323.6171875
852,210503.6875
853,185022.5625
854,134295.125
855,108878.515625
856,158302.765625
857,227916.90625
858,154163.390625
859,125091.7578125
860,204037.046875
861,169599.5
862,178144.28125
863,175905.703125
864,171196.1875
865,160126.171875
866,157497.21875
867,349601.25
868,109378.9453125
869,163802.296875
870,221638.890625
871,187791.203125
872,131861.78125
873,159660.984375
874,193900.859375
